Wall time,Step,Value
1495650015.781548,39999,0.0
1495651187.79499,59999,0.0
1495652358.608292,79999,0.0
1495653524.145788,99999,0.0
1495654674.397974,119999,0.0
1495655811.018064,139999,0.0
1495656934.671976,159999,0.0
1495658040.785562,179999,0.0
1495659133.133393,199999,0.0
1495660208.580132,219999,0.0
1495661285.418607,239999,0.0
1495662355.708837,259999,0.0
1495663423.379279,279999,0.0
1495664492.032259,299999,0.0
1495665561.840106,319999,0.0
1495666637.389477,339999,0.0
1495667716.7923,359999,0.0
1495668793.157397,379999,0.0
1495669870.946113,399999,0.0
1495670948.24324,419999,0.0
1495672025.39041,439999,0.0
1495673097.130341,459999,0.0
1495674165.841159,479999,0.0
1495675236.17118,499999,0.0
1495676306.435528,519999,0.0
1495677375.740864,539999,0.0
1495678457.122672,559999,0.0
1495679501.621739,579999,0.0
1495680558.894121,599999,0.0
1495681647.209681,619999,0.0
1495682735.145318,639999,0.0
1495683826.299399,659999,0.0
1495684916.394299,679999,0.0
1495686001.142956,699999,0.0
1495687092.334989,719999,0.0
1495688183.907934,739999,0.0
1495689271.663845,759999,0.0
1495690355.052144,779999,0.0
1495691387.827189,799999,0.0
1495692461.608904,819999,0.0
1495693565.307172,839999,0.0
1495694595.318585,859999,0.0
1495695621.163779,879999,0.0
1495696646.288406,899999,0.0
1495697669.898457,919999,0.0
1495698693.937373,939999,0.0
1495699719.94293,959999,0.0
1495700743.812659,979999,0.0
1495701767.990416,999999,0.0
1495702793.303184,1019999,0.0
1495703818.844455,1039999,0.0
1495704846.900288,1059999,0.0
1495705874.997604,1079999,0.0
1495706904.746975,1099999,0.0
1495707934.234482,1119999,0.0
1495708964.629595,1139999,0.0
1495709996.610315,1159999,0.0
1495711031.654352,1179999,0.0
1495712069.142915,1199999,0.0
1495713108.998651,1219999,0.0
1495714147.10791,1239999,0.0
1495715188.207822,1259999,0.0
1495716190.692625,1279999,0.0
1495717190.355573,1299999,0.0
1495718160.811089,1319999,0.0
1495719130.563137,1339999,0.0
1495720101.247146,1359999,0.0
1495721072.83349,1379999,0.0
1495722046.876557,1399999,0.0
1495723024.189473,1419999,0.0
1495723998.531082,1439999,0.0
1495724974.914982,1459999,0.0
1495725953.336454,1479999,0.0
1495726933.829716,1499999,0.0
1495727917.133181,1519999,0.0
1495728901.730136,1539999,0.0
1495729887.188535,1559999,0.0
1495730871.413681,1579999,0.0
1495731861.061398,1599999,0.0
1495732849.151961,1619999,0.0
1495733836.801608,1639999,0.0
1495734824.796634,1659999,0.0
1495735815.628601,1679999,0.0
1495736807.61445,1699999,0.0
1495737801.868416,1719999,0.0
1495738796.773463,1739999,0.0
1495739794.077489,1759999,0.0
1495740794.798214,1779999,0.0
1495741796.211815,1799999,0.0
1495742799.637906,1819999,0.0
1495743800.934642,1839999,0.0
1495744804.165557,1859999,0.0
1495745810.122772,1879999,0.0
1495746848.719371,1899999,0.0
1495747926.431135,1919999,0.0
1495749002.04512,1939999,0.0
