Wall time,Step,Value
1494749628.033361,39999,0.0002500000118743628
1494751632.02028,59999,0.0002500000118743628
1494753861.331497,79999,0.0002500000118743628
1494756373.830859,99999,0.0002500000118743628
1494759058.392598,119999,0.0002500000118743628
1494761763.67289,139999,0.0002500000118743628
1494764467.85061,159999,0.0002500000118743628
1494767177.910251,179999,0.0002500000118743628
1494769889.586384,199999,0.0002500000118743628
1494772563.0145,219999,0.0002500000118743628
1494775233.240899,239999,0.0002500000118743628
1494777904.333856,259999,0.0002500000118743628
1494780572.038696,279999,0.0002500000118743628
1494783244.83767,299999,0.0002500000118743628
1494785928.30435,319999,0.0002500000118743628
1494788617.850409,339999,0.0002500000118743628
1494791307.342831,359999,0.0002500000118743628
1494793981.687229,379999,0.0002500000118743628
1494796639.912055,399999,0.0002500000118743628
1494799296.958758,419999,0.0002500000118743628
1494801956.355934,439999,0.0002500000118743628
1494804610.869552,459999,0.0002500000118743628
1494807255.492755,479999,0.0002500000118743628
1494809915.149837,499999,0.0002500000118743628
1494812574.584417,519999,0.0002500000118743628
1494815232.427592,539999,0.0002500000118743628
1494817890.419619,559999,0.0002500000118743628
1494820550.273309,579999,0.0002500000118743628
1494823195.625086,599999,0.0002500000118743628
1494825839.420368,619999,0.0002500000118743628
1494828497.952232,639999,0.0002500000118743628
1494831149.52864,659999,0.0002500000118743628
1494833801.860703,679999,0.0002500000118743628
1494836482.354917,699999,0.0002500000118743628
1494839164.046239,719999,0.0002500000118743628
1494841845.776094,739999,0.0002500000118743628
1494844528.711548,759999,0.0002500000118743628
1494847215.500517,779999,0.0002500000118743628
1494849898.320987,799999,0.0002500000118743628
1494852580.294035,819999,0.0002500000118743628
1494855260.580821,839999,0.0002500000118743628
1494857862.424363,859999,0.0002500000118743628
1494860442.305092,879999,0.0002500000118743628
1494863036.663027,899999,0.0002500000118743628
1494865630.409035,919999,0.0002500000118743628
1494868224.235739,939999,0.0002500000118743628
1494870820.421587,959999,0.0002500000118743628
1494873418.535231,979999,0.0002500000118743628
1494876012.335274,999999,0.0002500000118743628
1494878605.506252,1019999,0.0002500000118743628
1494881199.084356,1039999,0.0002500000118743628
1494883793.194704,1059999,0.0002500000118743628
1494886379.214845,1079999,0.0002500000118743628
1494888972.037675,1099999,0.0002500000118743628
1494891567.271005,1119999,0.0002500000118743628
1494894145.043552,1139999,0.0002500000118743628
1494896716.74019,1159999,0.0002500000118743628
1494899287.737009,1179999,0.0002500000118743628
1494901871.492936,1199999,0.0002500000118743628
1494904432.576783,1219999,0.0002500000118743628
1494906994.590045,1239999,0.0002500000118743628
1494909554.504246,1259999,0.0002500000118743628
1494912110.679912,1279999,0.0002500000118743628
1494914667.363024,1299999,0.0002500000118743628
1494917209.80442,1319999,0.0002500000118743628
