Wall time,Step,Value
1495650361.769548,39999,451.89654541015625
1495654904.707527,59999,487.6960144042969
1495660048.414226,79999,382.7109375
1495665766.322921,99999,299.2519226074219
1495671823.729372,119999,193.3333282470703
1495677795.690622,139999,106.5128173828125
1495683817.242306,159999,116.0
1495689902.454119,179999,120.88800048828125
1495695995.613044,199999,115.00862121582031
1495702089.739786,219999,110.37398529052734
1495708157.228848,239999,108.97674560546875
1495714205.201268,259999,106.34745788574219
1495720240.043772,279999,106.51695251464844
1495726341.213749,299999,110.90697479248047
1495732435.079522,319999,108.59542083740234
1495738526.922989,339999,121.31060791015625
1495744632.442076,359999,120.80882263183594
1495750741.214672,379999,121.18939208984375
1495756852.319548,399999,136.14614868164062
1495762868.990847,419999,131.015869140625
1495768953.294216,439999,139.46969604492188
1495775069.721614,459999,108.9473648071289
1495781188.139617,479999,128.38345336914062
1495787309.484115,499999,117.67163848876953
1495793437.906847,519999,127.09774780273438
1495799560.103636,539999,114.65441131591797
1495805687.250407,559999,108.2977066040039
1495811808.87919,579999,128.37692260742188
1495817933.998807,599999,115.59091186523438
1495824057.03776,619999,123.4000015258789
1495830175.996429,639999,122.19230651855469
1495836299.891331,659999,143.35877990722656
1495842421.143364,679999,121.7686538696289
1495848547.523759,699999,131.98495483398438
1495854600.8227,719999,139.5488739013672
1495860626.448376,739999,137.75396728515625
1495866648.904722,759999,136.32089233398438
1495872678.512935,779999,118.19084167480469
1495878709.204241,799999,127.02985382080078
1495884740.344674,819999,140.2734375
1495890775.793222,839999,144.1317901611328
1495896813.590049,859999,135.69924926757812
1495902842.72603,879999,125.6484375
1495908872.335579,899999,122.30534362792969
1495914906.471842,919999,137.8153839111328
1495920934.394056,939999,123.375
1495926962.856496,959999,128.61654663085938
1495933003.604114,979999,136.0148162841797
1495939030.578446,999999,121.24615478515625
1495945059.064942,1019999,124.44186401367188
1495951091.833166,1039999,117.93893432617188
1495957131.015477,1059999,132.89312744140625
1495963160.590173,1079999,127.39837646484375
1495969190.900703,1099999,117.65908813476562
1495975227.44762,1119999,123.98507690429688
1495981256.654142,1139999,126.5905532836914
1495987282.885337,1159999,124.6171875
1495993316.244501,1179999,117.5999984741211
1495999317.172061,1199999,120.34615325927734
1496005316.988058,1219999,138.52984619140625
1496011333.362702,1239999,134.2781982421875
1496017384.482034,1259999,137.10687255859375
1496023424.505634,1279999,135.49253845214844
1496029463.307143,1299999,122.26153564453125
1496035509.350265,1319999,122.39097595214844
1496041559.06755,1339999,128.15789794921875
1496047611.274432,1359999,144.69403076171875
1496053662.177717,1379999,133.015380859375
1496059780.659719,1399999,118.77777862548828
1496065906.98362,1419999,123.65413665771484
1496072033.70977,1439999,136.69105529785156
1496078060.106411,1459999,137.2421875
1496084088.033288,1479999,136.22137451171875
1496090115.132949,1499999,127.4328384399414
1496096130.410317,1519999,115.18656921386719
1496102129.411321,1539999,120.55882263183594
1496108142.894498,1559999,125.3720932006836
1496114198.44486,1579999,137.16542053222656
1496120251.627211,1599999,128.84210205078125
1496126298.620531,1619999,125.58197021484375
1496132346.64555,1639999,134.98495483398438
1496138404.093632,1659999,145.609375
1496144461.529423,1679999,119.6692886352539
1496150525.102135,1699999,124.7259292602539
1496156578.138266,1719999,137.1968536376953
1496162640.283802,1739999,129.6865692138672
1496168695.378145,1759999,133.3664093017578
1496174748.064027,1779999,133.4166717529297
1496180804.121588,1799999,127.74242401123047
1496186865.720001,1819999,124.30303192138672
1496192923.868899,1839999,140.24603271484375
1496198989.71541,1859999,130.875
1496205032.459003,1879999,133.86045837402344
1496211050.21301,1899999,137.7985076904297
1496217091.958298,1919999,132.18182373046875
1496223160.682169,1939999,124.32353210449219
1496229222.433416,1959999,126.34091186523438
1496235278.983376,1979999,127.0687026977539
1496241339.173984,1999999,122.86154174804688
1496247398.639719,2019999,124.5227279663086
1496253472.192905,2039999,145.2093048095703
1496259528.207792,2059999,115.9153823852539
1496265684.676719,2079999,148.0751953125
1496271840.906572,2099999,150.11277770996094
1496277999.268242,2119999,120.77037048339844
1496284076.604674,2139999,143.96824645996094
1496290136.789329,2159999,146.6484375
1496296196.716968,2179999,112.53333282470703
1496302258.598877,2199999,130.7131805419922
1496308316.688174,2219999,127.7578125
1496314368.18212,2239999,114.75373077392578
1496320415.562864,2259999,121.82442474365234
1496326622.89725,2279999,126.80146789550781
1496332947.156123,2299999,127.99212646484375
1496339366.076815,2319999,129.007568359375
1496345699.975607,2339999,123.42974853515625
1496352023.889856,2359999,116.14179229736328
1496358352.98529,2379999,126.66141510009766
1496364661.035951,2399999,133.8153839111328
1496370972.38692,2419999,129.35606384277344
1496377273.093905,2439999,125.390625
1496383576.854904,2459999,145.84616088867188
1496389887.399118,2479999,125.44615173339844
